ID;NPN;construction;preposition;noun;context_pre;costr;context_post;number_of_noun;meaning;syntactic_function
;corpo a corpo;idiosyncratic;a;corpo;Il resto appartiene al normale destino delle battaglie: l'accerchiamento del fronte nemico da parte dei cavalieri macedoni e tessalici, i cavalli e gli uomini infilzati dalle enormi sarisse dalle punte affilate, i capi che mirano ai capi, il;corpo a corpo;, le atroci ferite, inferte e ricevute, l'inseguimento sfrenato dei vinti, il saccheggio dell'accampamento di Dario, la cattura delle donne, dei bambini, degli eunuchi, dei servi, l'ebbrezza della vittoria e subito la grande leggenda che nasce: i Greci sono finalmente padroni dei favolosi tesori dell'Asia, possono al pari di Mida cambiare i loro vasi di terra in vasi d'oro, sanno che non saranno mai più miserandi, ignorati, asserviti, mangiano, bevono, si profumano, fanno il bagno, fanno all'amore come re.;sg;idiosyncratic;nominal
;corpo a corpo;idiosyncratic;a;corpo;In qualche luogo sembra suggerire: leggetemi come un testo critico, un testo cioè che ingaggi un;corpo a corpo;"con altri testi; ma poi il discorso vira bruscamente nella satira; e anziché il fruscio cicisbeo della polemica per finta troviamo il ghigno luciferino del sarcasmo.";sg;idiosyncratic;nominal
;corpo a corpo;idiosyncratic;a;corpo;La lactuca virosa è una pianta, ci racconta il poeta, la cui vitalità è tale che il coglierla si risolve in una colluttazione, in un;corpo a corpo;", in una ""operazione di bassa macelleria"".";sg;idiosyncratic;nominal
;corpo a corpo;idiosyncratic;a;corpo;Non fa come Silvio Berlusconi nel suo pluriennale;corpo a corpo;con Procure e tribunali.;sg;idiosyncratic;nominal
;corpo a corpo;idiosyncratic;a;corpo;Il primo campo, in cui si misura questo;corpo a corpo;"tra l'urgenza muta del dolore e la necessità della condivisione dialogica con gli altri, è tracciato dalle innovative scoperte della neuropsichiatria intorno al preciso funzionamento della serotonina e dei recettori del ""sistema umorale"".";sg;idiosyncratic;nominal
;corpo a corpo;idiosyncratic;a;corpo;Fatica sì, ne ho ancora la percezione sulla pelle, perché la sottrazione al paradigma imperante, la fuga dalle mura domestiche, materiale o simbolica che fosse, il non voler essere come ci si aspettava nei luoghi finoad allora della tua esistenza, comportava, tutto questo, comportò per me, un;corpo a corpo;con la vita, con gli affetti, con le sicurezze acquisite.;sg;idiosyncratic;nominal
;corpo a corpo;idiosyncratic;a;corpo;Il pezzo più pregiato, l'accappatoio che Ali indossò nello Zaire la notte in cui schiantò Foreman, è andato via in un;corpo a corpo;di telefonate incrociate che ha zittito le duecento persone affluite sotto il tendone di Christie's, nel cuore di Beverly Hills.;sg;idiosyncratic;nominal
;corpo a corpo;idiosyncratic;a;corpo;C'è stato un vero e proprio;corpo a corpo;per impedire al consiglio d'amministrazione di riunirsi.;sg;idiosyncratic;nominal
;corpo a corpo;idiosyncratic;a;corpo;Poi l'aggressore, un uomo molto robusto, ha messo fine al;corpo a corpo;colpendo il professore alla testa con una bottiglia prima di stringergli le mani intorno al collo per strangolarlo.;sg;idiosyncratic;nominal
;corpo a corpo;idiosyncratic;a;corpo;Così non ci ha pensato due volte: ha affrontato il rapinatore ingaggiando un;corpo a corpo;di qualche minuto.;sg;idiosyncratic;nominal
;corpo a corpo;idiosyncratic;a;corpo;Ore e ore di idranti, feroci;corpo a corpo;, manganellate e lacrimogeni, continue variazioni di itinerario: soltanto per coprire l'ultima tratta di venti chilometri, dalla stazione ferroviaria di Dannenberg al deposito di Gorleben, ieri pomeriggio sono state necessarie più di tre ore.;sg;idiosyncratic;nominal
;corpo a corpo;idiosyncratic;a;corpo;Ben rese le atmosfere: la difesa disperata nel deserto africano, l'odore di morte a Stalingrado, le macerie di Cassino, i;corpo a corpo;in Normandia, il crollo di Berlino.;sg;idiosyncratic;nominal
;corpo a corpo;idiosyncratic;a;corpo;Anche qui attacchi alla baionetta e;corpo a corpo;, ma l'attenzione del regista è rivolta soprattutto alle azioni del personaggio del titolo e della sua truppa.;sg;idiosyncratic;nominal
;corpo a corpo;idiosyncratic;a;corpo;La sfida, adesso, è un avventurato;corpo a corpo;, per ogni zolla, in ogni anfratto.;sg;idiosyncratic;nominal
;corpo a corpo;idiosyncratic;a;corpo;Pecchia si smarrisce, l'interista Cruz non lascia tracce, Policano avvicenda il geometrico Longo, Zamorano disegna un gol dei suoi, tutto fiuto,;corpo a corpo;(con Boghossian), rapina, Caccia rimpiazza l'impalpabile Beto.;sg;idiosyncratic;nominal
;corpo a corpo;idiosyncratic;a;corpo;Le ole del popolo danno colore e sapore a una contesa aspra e insipida, tutta giocata sui;corpo a corpo;.;sg;idiosyncratic;nominal
;corpo a corpo;idiosyncratic;a;corpo;Ci hanno pensato allora carabinieri e poliziotti, impegnati in un;corpo a corpo;nel quale un carabiniere è stato colpito al volto con un pugno da un tifoso finito in carcere per resistenza a pubblico ufficiale: è Marco Guzzonato, vicentino di 22 anni.;sg;idiosyncratic;nominal
;corpo a corpo;idiosyncratic;a;corpo;Era seguito un;corpo a corpo;.;sg;idiosyncratic;nominal
;corpo a corpo;idiosyncratic;a;corpo;Quando invece il modello concettuale è cattivo nasce la tragedia che Norman ci racconta di aver vissuto in un;corpo a corpo;, finito in sconfitta, con il suo frigorifero per la regolazione del freddo nei diversi scomparti...;sg;idiosyncratic;nominal
;corpo a corpo;idiosyncratic;a;corpo;Non vanno a spaccare il vetro di un'auto ferma, sarebbe come ingaggiare un;corpo a corpo;.;sg;idiosyncratic;nominal
;corpo a corpo;idiosyncratic;a;corpo;Così come molto si è detto di quella serata indimenticabile in cui, sullo sfondo di una delle tante feste romane, le due soubrette Pamela Prati e Valeria Marini si resero protagoniste di un;corpo a corpo;fisico e verbale da prima pagina.;sg;idiosyncratic;nominal
;corpo a corpo;idiosyncratic;a;corpo;Furiosi;corpo a corpo;e colpi di mazza, sbarre di ferro e manganelli.;sg;idiosyncratic;nominal
;corpo a corpo;idiosyncratic;a;corpo;La Juventus scivola a Parma su una buccia di Peruzzi, al culmine di un vergognoso;corpo a corpo;(quattro espulsi).;sg;idiosyncratic;nominal
;corpo a corpo;idiosyncratic;a;corpo;"Il momento clou, come detto, a Monte Vescovado, con un furibondo """;corpo a corpo;""" tra i componenti di due o tre famiglie.";sg;idiosyncratic;nominal
;corpo a corpo;idiosyncratic;a;corpo;"È un nome, a Napoli, nel giro del free fight, il """;corpo a corpo;""" made in Usa, senza regole, dove il lottatore può proteggere soltanto i genitali con una conchiglia, ma può mordere l'avversario, o, se vuole, stringergli le mani al collo o spezzargli le ossa.";sg;idiosyncratic;nominal
;corpo a corpo;idiosyncratic;a;corpo;"E poiché questo è il ""Gladiators"" prodotto da Spielberg che si sta girando a Malta, e la sua parte era quella del trainer dei gladiatori, lo immaginiamo morto in un'arena, in un";corpo a corpo;con l'avversario.;sg;idiosyncratic;nominal
;corpo a corpo;idiosyncratic;a;corpo;Il rigore per il Bari nasce da un;corpo a corpo;molto deciso tra Lucarelli e Masinga, il secondo va giù cercando di liberarsi.;sg;idiosyncratic;nominal
;corpo a corpo;idiosyncratic;a;corpo;Tuttavia la Juve riesce a organizzare qualche idea nitida, evitando il;corpo a corpo;.;sg;idiosyncratic;nominal
;corpo a corpo;idiosyncratic;a;corpo;Dopo un;corpo a corpo;, il rapinatore ha aveto la peggio: trasportato d'urgenza al pronto soccorso del Policlinico universitario, i medici gli hanno riscontrato trauma cranico e frattura facciale.;sg;idiosyncratic;nominal
;corpo a corpo;idiosyncratic;a;corpo;Tale mi professo con vivo apprezzamento, che sarà condiviso da chi chiede alla sovranità della letteratura alte interrogazioni, il;corpo a corpo;della bellezza con la verità.;sg;idiosyncratic;nominal
;corpo a corpo;idiosyncratic;a;corpo;E in quante fotografie vediamo Parise nel;corpo a corpo;con la realtà esterna, e ci sembra di sentire pulsare il suo cuore, quel cuore che a cinquant'anni sarà rigato per la prima volta da un lampo improvviso di vecchiaia.;sg;idiosyncratic;nominal
;corpo a corpo;idiosyncratic;a;corpo;Si apre comunque un processo alla cybernetica con Internet di Lorenzo Carli per Bollati Boringhieri e la Critica della ragione informatica di Thomas Maldonado per Feltrinelli, contemporaneamente a un ;corpo a corpo;tra Bill Gates, che aggiorna per Mondadori il suo peana alla Microsoft, e il suo avversario Samuel P.;sg;idiosyncratic;nominal
;corpo a corpo;idiosyncratic;a;corpo;Il coltello a scatto sarebbe stato inutile, perché lei non era in grado di affrontare un;corpo a corpo;.;sg;idiosyncratic;nominal
;corpo a corpo;idiosyncratic;a;corpo;Per lui era tutto un;corpo a corpo;e coraggioso era solo chi si spendeva anche quando la sconfitta era già stata decisa dal fato.;sg;idiosyncratic;nominal
;corpo a corpo;idiosyncratic;a;corpo;In caso di;corpo a corpo;, la statura contenuta di lui e la tonicità di lei avrebbero dato luogo a una soluzione positiva per Mina, ma l'idea era di non arrivare a tanto anche per l'età avanzata dell'uomo, mistificata da una tintura nera con riflessi blu e dal versamento sulla cute di mezza bottiglia di profumo.;sg;idiosyncratic;nominal
;corpo a corpo;idiosyncratic;a;corpo;Rispetto all'amabile Soldati, Sciascia gode di ben più alta considerazione, e non tanto per i fasti circoscritti de Il giorno della civetta, quanto il;corpo a corpo;"civile che egli ingaggiò con l'intera storia d'Italia, coi suoi ricatti ideologici e le sue storture; il piemontese, da parte sua, risulta a molti nostri contemporanei talmente désengagé da essere avvertito come frivolo, inutile o addirittura sconcio, fiero della propria separatezza dalle questioni socio-politiche che stavano squassando la penisola: strano, per uno che accettò la proposta di candidatura del PSI craxiano a quasi settantasette anni, o non tanto strano, se si pensa che Soldati preferiva confinare la propria fede politica al privato, non lasciando che i suoi lavori ne diventino la traduzione artistica.";sg;idiosyncratic;nominal
;corpo a corpo;idiosyncratic;a;corpo;"Una grande rete di energie e ideali che finora si è confrontata solo nella Rete virtuale e che presto lo potrà fare in un """;corpo a corpo;""" reale, fatto non di scontro ma di vicinanza.";sg;idiosyncratic;nominal
;corpo a corpo;idiosyncratic;a;corpo;E il consiglio dei ministri cominciato oggi pomeriggio è stato preceduto dall'ennesimo;corpo a corpo;tra Lega e 5Stelle.;sg;idiosyncratic;nominal
;corpo a corpo;idiosyncratic;a;corpo;E la ricerca di una «forma» in cui restituire il nostro tempo e i suoi conflitti sembra essere la «bussola» che guida le scelte del Fid, a partire da un;corpo a corpo;con la realtà che negli sguardi del festival mette al centro l'esigenza di oltrepassare il soggetto a favore dell'invenzione: l'essenza stessa del gesto di filmare.;sg;idiosyncratic;nominal
;corpo a corpo;idiosyncratic;a;corpo;Tra pesci e squali leggendari lo ha evocato fin dalle prime opere, e ora la vediamo in un;corpo a corpo;con i segreti degli abissi.;sg;idiosyncratic;nominal
;dito a dito;idiosyncratic;a;dito;Sulle mani, per ogni dito eccetto i pollici, un anello con profilo di felino, alternati -;dito a dito;- uno d'argento e uno d'oro.;sg;idiosyncratic;modifier
;donna a donna;idiosyncratic;a;donna;È il nostro sentirci solidali, soprattutto nel rapporto;donna a donna;", magari colludendo contro i ""maschi cattivi"".";sg;idiosyncratic;modifier
;faccia a faccia;idiosyncratic;a;faccia;"Non mi sono sottratto ai""";faccia a faccia;con i miei avversari.;sg;idiosyncratic;nominal
;faccia a faccia;idiosyncratic;a;faccia;È vero che Musso è partito un po' con l'handicap della signorilità e dell'inesperienza: io gli ho sempre consigliato di affrontare Vincenzi a muso duro e vedo che nell'ultimo periodo lo fa, tant'è che lei non accetta i;faccia a faccia;con lui e sbaglia.;sg;idiosyncratic;nominal
;faccia a faccia;idiosyncratic;a;faccia;Con Rajoy si sono visti due volte alla Moncloa, ma mai pubblicamente, vistoche il premier rifiuta i;faccia a faccia;elettorali.;sg;idiosyncratic;nominal
;faccia a faccia;idiosyncratic;a;faccia;"Romano Prodi, la maschera alla bolognese, il""simpatico ciclista"", la controfigura inventata dal togliattismo di D'Alema, non reggeva i";faccia a faccia;in pubblico e in tv.;sg;idiosyncratic;nominal
;faccia a faccia;idiosyncratic;a;faccia;"31 10 1997 Zuccolini Roberto --- LA LETTERA Rutelli: non fuggo dai confronti La Rai ha già fissato tre Tribune Signor direttore, leggo sul Corriere un articolo secondo cui i""sindaci dell'Ulivo ""sarebbero"" in fuga dai";faccia a faccia;"in tv"".";sg;idiosyncratic;nominal
;faccia a faccia;idiosyncratic;a;faccia;"Il ministro Fornero aveva dichiarato di essere stata""sconsigliata""dai";faccia a faccia;coi lavoratori, noi pensiamo inveceche non ci sia alcuna ragione per evitarlo, e che sia sufficiente la disponibilità a ascoltarsi reciprocamente».;sg;idiosyncratic;nominal
;faccia a faccia;idiosyncratic;a;faccia;Terzo: non rinunciare ai;faccia a faccia;in tv con Berlusconi, che potrebbero essere l'unica arma per depotenziare l'avversario.;sg;idiosyncratic;nominal
;faccia a faccia;idiosyncratic;a;faccia;Inoltre la presenza dei capi di stato o di governo fornisce l'occasione di mettere in calendario una serie di incontri bilaterali o multilaterali per cercare di risolvere conflitti più o meno latenti tra paesi membri: nelcaso di Milano, basti pensare ai;faccia a faccia;che vi sono stati tra gli esponenti russi e quelli ucraini.;sg;idiosyncratic;nominal
;faccia a faccia;idiosyncratic;a;faccia;Dai Faccioni ai;faccia a faccia;: la campagna elettorale non è fortunatamente fatta solo di manifesti.;sg;idiosyncratic;nominal
;faccia a faccia;idiosyncratic;a;faccia;Il regolamento sulla par condicio della Rai prevede due;faccia a faccia;tra Berlusconi e Prodi e tre tra i leader dei partiti nelle ultime quattro settimane prima del voto.;sg;idiosyncratic;nominal
;faccia a faccia;idiosyncratic;a;faccia;Due;faccia a faccia;, due lunghi chiarimenti in cui prima il presidente della Margherita poi il segretario della Quercia hanno rassicurato il premier sul reale intento dell'offensiva riformista sulla manovra.;sg;idiosyncratic;nominal
;faccia a faccia;idiosyncratic;a;faccia;Certo, nei due;faccia a faccia;"di ieri pomeriggio a Palazzo Chigi lo spauracchio della ""crisi di governo"" e del ""rimpasto"" è stato agitato a più riprese.";sg;idiosyncratic;nominal
;faccia a faccia;idiosyncratic;a;faccia;Durante i due;faccia a faccia;, i vertici della Cei hanno sollevato il problema degli oltre 3,5 milioni di italiani residenti all'estero, chiamati al voto per i referendum sulla fecondazione assistita del 12 e 13 giugno.;sg;idiosyncratic;nominal
;faccia a faccia;idiosyncratic;a;faccia;Ricordo quando preparammo i due;faccia a faccia;primadelle elezioni.;sg;idiosyncratic;nominal
;faccia a faccia;idiosyncratic;a;faccia;«Sentiamoci domani» * ROMA - In attesa dei;faccia a faccia;televisivi, se mai si faranno, il primo incontro diretto c'è stato ieri sera, all'Hotel Excelsior, tra Walter Veltroni e Gianfranco Fini, alla conferenza organizzata dall'associazione Keren Hayesod di Roma per il sessantesimo anniversario della nascita dello Stato di Israele.;sg;idiosyncratic;nominal
;faccia a faccia;idiosyncratic;a;faccia;Parole severe, dapartedi Donini, che comunque assicura di voler aprire le porte al dibattito: «Ho modificato la mia agenda per poter fare dei;faccia a faccia;con Tosiani, e ho accettato le sue firme anchese alcuni di quelli che hanno firmato per lui non hanno ancora rinnovato la tessera per il 2013.;sg;idiosyncratic;nominal
;faccia a faccia;idiosyncratic;a;faccia;"Ma il leader dell'Unione non ci sta: ""la Rai non decide niente""» Forum 24 2 2006 La Rai ha stabilito le date dei";faccia a faccia;in tv tra Silvio Berlusconi e Romano Prodi: lunedì 13 marzo e lunedì 3 aprile, ospitati da Raiuno dalle 21.00 alle 22.30.;sg;idiosyncratic;nominal
;faccia a faccia;idiosyncratic;a;faccia;Il sistema che non c'è si chiama democrazia del maggioritario, quello che permette al cittadino di conoscere in anticipo che fine farà il suo voto, è quello il modello che prevede i;faccia a faccia;e gli scontri televisivi tra i leader e i candidati premier.;sg;idiosyncratic;nominal
;faccia a faccia;idiosyncratic;a;faccia;"Come la bella pudica sceglie di recitare - davantiad appena venti tecnici anziché davantia cento - quelle audacie d'amore che saranno poi viste da un milione di spettatori paganti così anche l'oscuro untouchable non vuole essere visto nel momento in cui si mostra e si concede; anche Di Pietro crede di essere sporcato dallo sguardo, dagli occhi dei veri cronisti, pensa che i giornalisti, e i";faccia a faccia;, e le domande realmente imbarazzanti immancabilmente lo snaturino, lo travisino, lo violino.;sg;idiosyncratic;nominal
